DEF_HARPNUM,Minimum,Maximum
1600,2012-04-20 16:12:00,2012-04-30 10:48:00
7292,2018-08-05 12:12:00,2018-08-14 06:36:00
3134,2013-08-27 01:24:00,2013-09-02 01:12:00
5868,2015-08-09 20:24:00,2015-08-17 18:36:00
5432,2015-04-04 16:00:00,2015-04-06 12:36:00
1794,2012-06-22 19:36:00,2012-07-01 05:24:00
7306,2018-09-15 16:24:00,2018-09-17 15:00:00
5445,2015-04-09 01:24:00,2015-04-10 17:36:00
1677,2012-05-17 09:00:00,2012-05-30 15:24:00
6164,2015-12-04 18:00:00,2015-12-15 13:48:00
2356,2013-01-03 15:24:00,2013-01-11 02:48:00
2321,2012-12-23 15:48:00,2012-12-24 20:00:00
6113,2015-11-15 22:12:00,2015-11-16 18:48:00
6069,2015-10-31 09:24:00,2015-11-07 13:24:00
633,2011-05-25 20:48:00,2011-06-01 12:12:00
1293,2012-01-05 22:24:00,2012-01-14 22:12:00
5135,2015-01-30 16:00:00,2015-02-10 01:00:00
1307,2012-01-11 04:00:00,2012-01-17 00:24:00
1370,2012-01-31 05:48:00,2012-01-31 06:36:00
3444,2013-11-29 10:12:00,2013-12-06 04:00:00
3964,2014-04-03 01:36:00,2014-04-03 12:12:00
3549,2013-12-27 17:00:00,2013-12-30 20:00:00
379,2011-02-12 05:12:00,2011-02-12 15:48:00
2685,2013-04-22 11:36:00,2013-05-04 19:24:00
6523,2016-04-27 12:12:00,2016-05-08 21:12:00
6979,2017-03-30 17:12:00,2017-03-30 22:12:00
4383,2014-07-22 11:24:00,2014-08-03 19:12:00
2711,2013-05-01 18:36:00,2013-05-10 22:24:00
274,2010-11-27 15:12:00,2010-12-05 12:24:00
6459,2016-03-26 17:00:00,2016-03-27 14:00:00
6803,2016-10-11 01:48:00,2016-10-23 16:00:00
6874,2016-11-29 16:48:00,2016-12-04 04:24:00
397,2011-02-28 04:48:00,2011-02-28 22:24:00
2788,2013-05-25 19:12:00,2013-06-04 07:36:00
1737,2012-06-03 01:00:00,2012-06-07 17:00:00
3003,2013-07-23 06:00:00,2013-07-28 21:12:00
3197,2013-09-17 15:12:00,2013-09-18 00:00:00
7246,2018-03-29 13:12:00,2018-04-07 03:00:00
3074,2013-08-12 18:12:00,2013-08-15 13:24:00
5408,2015-03-31 15:48:00,2015-04-01 18:12:00
5852,2015-08-04 20:24:00,2015-08-13 19:24:00
3179,2013-09-11 04:12:00,2013-09-14 14:00:00
5825,2015-07-28 09:36:00,2015-08-04 20:36:00
304,2010-12-15 17:00:00,2010-12-15 17:48:00
6973,2017-03-25 19:00:00,2017-03-27 17:24:00
290,2010-12-06 08:24:00,2010-12-09 21:48:00
6890,2016-12-19 06:12:00,2016-12-25 09:36:00
4284,2014-06-23 15:24:00,2014-07-01 01:12:00
6424,2016-03-10 23:12:00,2016-03-18 22:36:00
6453,2016-03-23 14:12:00,2016-03-30 06:24:00
4367,2014-07-14 14:36:00,2014-07-23 07:12:00
2661,2013-04-12 14:48:00,2013-04-24 03:36:00
5922,2015-08-28 13:36:00,2015-09-04 05:24:00
3173,2013-09-10 12:36:00,2013-09-14 18:00:00
7341,2019-02-14 14:24:00,2019-02-24 18:12:00
5402,2015-03-29 14:00:00,2015-04-03 13:24:00
7336,2019-01-25 07:00:00,2019-01-30 20:12:00
5858,2015-08-06 05:24:00,2015-08-13 20:00:00
5596,2015-05-19 11:12:00,2015-05-27 22:12:00
3104,2013-08-18 10:36:00,2013-08-28 05:12:00
734,2011-07-16 13:24:00,2011-07-17 21:00:00
6119,2015-11-17 23:12:00,2015-11-21 21:36:00
743,2011-07-19 21:36:00,2011-07-20 04:12:00
639,2011-05-28 15:36:00,2011-06-09 17:00:00
2226,2012-11-18 17:00:00,2012-11-20 18:24:00
6180,2015-12-12 00:00:00,2015-12-12 18:24:00
4757,2014-10-28 22:36:00,2014-11-02 11:36:00
6063,2015-10-28 07:48:00,2015-11-10 17:48:00
3980,2014-04-06 03:36:00,2014-04-08 23:00:00
3814,2014-03-01 09:12:00,2014-03-07 21:00:00
1299,2012-01-07 01:00:00,2012-01-09 12:36:00
3439,2013-11-27 02:12:00,2013-12-05 22:36:00
3919,2014-03-26 08:36:00,2014-03-26 11:48:00
1394,2012-02-11 01:48:00,2012-02-14 04:36:00
5032,2015-01-05 17:24:00,2015-01-06 10:12:00
7138,2017-09-16 08:00:00,2017-09-19 03:48:00
5798,2015-07-17 00:48:00,2015-07-17 06:12:00
1449,2012-03-02 16:24:00,2012-03-16 00:12:00
1987,2012-08-28 05:00:00,2012-08-29 11:36:00
3207,2013-09-20 04:24:00,2013-09-21 04:36:00
5695,2015-06-17 06:00:00,2015-06-18 03:12:00
7035,2017-06-03 09:48:00,2017-06-05 14:00:00
1544,2012-04-04 18:48:00,2012-04-05 01:12:00
4169,2014-05-25 18:24:00,2014-06-01 23:00:00
4064,2014-04-24 15:48:00,2014-05-03 07:12:00
6750,2016-09-08 12:48:00,2016-09-11 19:24:00
2481,2013-02-11 19:12:00,2013-02-16 21:00:00
4187,2014-05-30 08:24:00,2014-05-31 12:12:00
1079,2011-11-13 13:36:00,2011-11-25 04:48:00
5331,2015-03-12 22:00:00,2015-03-22 11:24:00
1103,2011-11-18 21:00:00,2011-11-18 22:12:00
4559,2014-09-11 22:12:00,2014-09-13 19:00:00
440,2011-03-22 17:00:00,2011-03-22 21:00:00
437,2011-03-21 10:48:00,2011-04-04 07:48:00
2028,2012-09-10 22:00:00,2012-09-22 12:36:00
6360,2016-02-14 15:36:00,2016-02-15 03:12:00
4454,2014-08-13 01:36:00,2014-08-25 15:12:00
2152,2012-10-25 20:24:00,2012-10-26 07:48:00
917,2011-10-01 04:00:00,2011-10-08 02:12:00
4879,2014-11-27 04:12:00,2014-12-02 03:48:00
960,2011-10-12 15:24:00,2011-10-13 12:12:00
6283,2016-01-17 08:24:00,2016-01-18 13:24:00
4423,2014-08-01 07:48:00,2014-08-09 02:12:00
6317,2016-02-01 07:36:00,2016-02-12 19:24:00
3730,2014-02-07 21:36:00,2014-02-21 11:36:00
5236,2015-02-18 11:36:00,2015-02-24 19:24:00
1109,2011-11-20 06:36:00,2011-11-22 06:48:00
4524,2014-08-31 14:48:00,2014-09-02 18:00:00
6210,2015-12-22 09:36:00,2015-12-28 04:36:00
867,2011-09-13 15:36:00,2011-09-24 04:00:00
26,2010-05-20 16:24:00,2010-05-29 12:36:00
2055,2012-09-22 18:24:00,2012-09-30 06:12:00
51,2010-06-10 01:36:00,2010-06-14 15:12:00
4873,2014-11-25 20:00:00,2014-11-27 20:36:00
6289,2016-01-18 15:48:00,2016-01-31 13:00:00
889,2011-09-21 03:00:00,2011-09-24 18:48:00
2158,2012-10-26 09:24:00,2012-11-04 05:36:00
5671,2015-06-10 07:00:00,2015-06-12 21:00:00
1819,2012-06-29 21:12:00,2012-07-10 01:24:00
5792,2015-07-15 01:24:00,2015-07-18 02:36:00
1539,2012-04-02 15:12:00,2012-04-03 00:00:00
1963,2012-08-23 02:36:00,2012-08-29 06:00:00
2412,2013-01-21 22:12:00,2013-01-22 23:12:00
4080,2014-04-27 17:12:00,2014-04-30 01:48:00
199,2010-09-28 17:24:00,2010-09-29 10:48:00
6620,2016-06-12 08:00:00,2016-06-21 13:36:00
4114,2014-05-08 08:00:00,2014-05-17 05:12:00
4163,2014-05-22 17:12:00,2014-05-26 23:48:00
6657,2016-07-03 22:36:00,2016-07-14 22:12:00
2465,2013-02-06 23:36:00,2013-02-14 05:00:00
2945,2013-07-06 18:48:00,2013-07-16 22:24:00
100,2010-07-24 00:36:00,2010-07-25 21:12:00
2568,2013-03-12 08:48:00,2013-03-15 03:36:00
1772,2012-06-11 22:48:00,2012-06-12 23:12:00
3046,2013-08-04 18:00:00,2013-08-05 05:36:00
5540,2015-05-04 01:00:00,2015-05-06 00:12:00
7274,2018-06-17 21:12:00,2018-06-22 00:00:00
7203,2017-12-10 00:48:00,2017-12-15 16:48:00
5537,2015-05-03 16:48:00,2015-05-14 16:12:00
1691,2012-05-21 20:12:00,2012-05-30 12:24:00
3031,2013-07-31 01:24:00,2013-08-12 22:24:00
1705,2012-05-24 20:00:00,2012-06-07 06:12:00
5983,2015-09-22 08:00:00,2015-10-03 22:48:00
1608,2012-04-22 06:24:00,2012-04-23 02:48:00
6485,2016-04-08 05:24:00,2016-04-13 13:00:00
4225,2014-06-09 15:36:00,2014-06-23 23:24:00
4252,2014-06-15 04:24:00,2014-06-27 15:12:00
6566,2016-05-19 00:24:00,2016-05-30 17:00:00
2754,2013-05-15 16:48:00,2013-05-19 15:48:00
4328,2014-07-03 05:36:00,2014-07-15 03:00:00
6846,2016-11-15 19:36:00,2016-11-26 14:12:00
6831,2016-11-02 15:00:00,2016-11-11 13:12:00
2659,2013-04-11 20:36:00,2013-04-18 00:48:00
1342,2012-01-21 22:00:00,2012-02-02 12:36:00
5093,2015-01-17 15:00:00,2015-01-25 19:24:00
1335,2012-01-17 15:12:00,2012-01-18 03:36:00
3401,2013-11-17 08:00:00,2013-11-24 19:24:00
5107,2015-01-21 15:48:00,2015-02-04 20:12:00
3595,2014-01-07 03:24:00,2014-01-15 16:12:00
3921,2014-03-26 16:12:00,2014-04-06 15:48:00
3956,2014-04-01 04:24:00,2014-04-05 10:12:00
1238,2011-12-22 19:12:00,2011-12-27 13:36:00
2287,2012-12-10 07:36:00,2012-12-17 08:48:00
4781,2014-11-03 13:00:00,2014-11-16 16:48:00
698,2011-07-06 06:00:00,2011-07-14 14:24:00
2313,2012-12-17 18:24:00,2012-12-18 08:12:00
6156,2015-12-03 06:24:00,2015-12-08 06:36:00
4662,2014-10-06 06:24:00,2014-10-09 14:12:00
4718,2014-10-19 20:36:00,2014-11-01 16:12:00
601,2011-05-12 19:00:00,2011-05-16 17:12:00
676,2011-06-18 08:48:00,2011-06-28 01:36:00
5099,2015-01-18 01:36:00,2015-01-27 05:24:00
3851,2014-03-13 13:24:00,2014-03-14 14:48:00
3826,2014-03-05 03:36:00,2014-03-15 06:12:00
1348,2012-01-25 13:24:00,2012-02-04 02:36:00
3492,2013-12-10 03:00:00,2013-12-13 11:24:00
1232,2011-12-22 03:00:00,2011-12-28 22:24:00
1245,2011-12-25 05:00:00,2011-12-29 09:00:00
771,2011-08-07 20:12:00,2011-08-10 14:48:00
4765,2014-10-30 19:12:00,2014-11-05 01:48:00
4686,2014-10-13 15:48:00,2014-10-14 14:36:00
6026,2015-10-16 06:24:00,2015-10-30 21:12:00
2380,2013-01-09 23:24:00,2013-01-20 03:12:00
7209,2017-12-16 00:36:00,2017-12-18 01:48:00
5967,2015-09-17 01:36:00,2015-09-25 04:00:00
5884,2015-08-17 13:12:00,2015-08-17 22:48:00
7290,2018-07-29 11:36:00,2018-08-08 18:36:00
1602,2012-04-20 20:12:00,2012-04-25 16:36:00
7304,2018-09-08 05:12:00,2018-09-12 12:48:00
5989,2015-09-26 10:12:00,2015-10-05 00:36:00
5447,2015-04-10 14:36:00,2015-04-25 16:48:00
1675,2012-05-16 12:00:00,2012-05-17 14:24:00
341,2011-01-08 15:36:00,2011-01-08 22:00:00
6936,2017-01-28 07:00:00,2017-02-02 01:12:00
6941,2017-01-31 14:36:00,2017-02-01 02:48:00
336,2011-01-06 05:36:00,2011-01-06 16:24:00
6416,2016-03-08 15:36:00,2016-03-09 20:12:00
6582,2016-05-26 11:48:00,2016-06-02 11:24:00
591,2011-05-10 01:36:00,2011-05-10 10:24:00
405,2011-03-03 15:48:00,2011-03-05 18:48:00
2083,2012-09-28 14:00:00,2012-09-28 18:12:00
87,2010-07-08 12:36:00,2010-07-10 05:48:00
508,2011-04-13 08:48:00,2011-04-22 00:00:00
2117,2012-10-16 16:36:00,2012-10-27 11:12:00
925,2011-10-03 05:48:00,2011-10-13 11:12:00
4466,2014-08-16 03:00:00,2014-08-30 16:24:00
6352,2016-02-12 15:24:00,2016-02-13 13:00:00
5279,2015-03-03 12:36:00,2015-03-04 00:12:00
5374,2015-03-23 06:48:00,2015-04-04 04:36:00
3672,2014-01-21 12:48:00,2014-01-21 16:48:00
5297,2015-03-05 20:12:00,2015-03-09 06:12:00
2993,2013-07-20 05:36:00,2013-07-24 09:24:00
6681,2016-07-14 12:36:00,2016-07-21 04:00:00
6715,2016-08-21 06:12:00,2016-09-02 11:12:00
6762,2016-09-16 23:48:00,2016-09-17 22:48:00
5649,2015-06-03 23:36:00,2015-06-12 22:48:00
3338,2013-11-01 00:48:00,2013-11-02 14:24:00
1856,2012-07-09 17:00:00,2012-07-17 11:48:00
1576,2012-04-14 17:36:00,2012-04-15 13:48:00
7070,2017-07-03 08:36:00,2017-07-07 02:12:00
5744,2015-07-03 07:36:00,2015-07-09 13:00:00
1495,2012-03-22 12:24:00,2012-03-30 12:24:00
5733,2015-07-01 00:24:00,2015-07-06 22:36:00
1501,2012-03-23 08:00:00,2012-03-27 19:36:00
7193,2017-11-20 13:12:00,2017-11-27 11:36:00
2999,2013-07-22 16:36:00,2013-08-04 23:36:00
4151,2014-05-18 06:36:00,2014-05-21 23:48:00
2420,2013-01-24 19:48:00,2013-02-04 18:48:00
2900,2013-06-25 06:36:00,2013-07-03 00:12:00
145,2010-08-23 22:24:00,2010-09-06 07:12:00
1406,2012-02-15 16:24:00,2012-02-20 09:36:00
3332,2013-10-30 09:36:00,2013-10-31 06:36:00
7094,2017-07-22 12:24:00,2017-07-23 16:12:00
1592,2012-04-18 08:00:00,2012-04-19 16:24:00
7100,2017-07-31 23:48:00,2017-08-14 04:36:00
7177,2017-10-27 04:00:00,2017-10-30 01:00:00
1471,2012-03-11 22:00:00,2012-03-22 04:36:00
5739,2015-07-01 23:12:00,2015-07-13 17:12:00
1951,2012-08-20 01:48:00,2012-08-31 14:36:00
3248,2013-10-01 18:00:00,2013-10-13 14:48:00
1926,2012-08-05 12:24:00,2012-08-05 16:12:00
6255,2016-01-08 10:36:00,2016-01-08 16:12:00
2067,2012-09-25 10:00:00,2012-09-28 18:12:00
14,2010-05-05 03:12:00,2010-05-06 20:48:00
855,2011-09-11 13:00:00,2011-09-13 12:12:00
6222,2015-12-31 10:24:00,2016-01-05 17:12:00
4516,2014-08-30 01:36:00,2014-08-31 20:48:00
6358,2016-02-14 03:36:00,2016-02-23 11:48:00
2089,2012-09-29 18:00:00,2012-10-02 04:36:00
958,2011-10-12 06:24:00,2011-10-18 06:12:00
4841,2014-11-15 16:48:00,2014-11-16 18:12:00
5204,2015-02-11 14:00:00,2015-02-15 16:12:00
1036,2011-11-02 20:24:00,2011-11-05 21:00:00
1041,2011-11-05 00:12:00,2011-11-18 19:24:00
3775,2014-02-17 20:24:00,2014-02-23 21:12:00
5309,2015-03-08 05:36:00,2015-03-09 22:00:00
6007,2015-10-09 16:36:00,2015-10-09 19:36:00
4733,2014-10-23 15:12:00,2014-11-04 04:48:00
2235,2012-11-22 14:12:00,2012-11-22 22:36:00
2242,2012-11-25 00:12:00,2012-11-29 18:48:00
4744,2014-10-26 11:12:00,2014-10-26 15:24:00
6070,2015-11-01 15:48:00,2015-11-05 16:48:00
2338,2012-12-29 18:36:00,2013-01-08 23:12:00
750,2011-07-25 21:00:00,2011-08-08 02:36:00
3550,2013-12-28 03:24:00,2013-12-31 13:48:00
1387,2012-02-08 05:36:00,2012-02-10 16:36:00
3807,2014-02-25 19:24:00,2014-02-26 16:24:00
3870,2014-03-17 04:36:00,2014-03-24 21:48:00
2605,2013-03-29 02:36:00,2013-04-12 18:12:00
6437,2016-03-15 23:24:00,2016-03-28 19:36:00
6440,2016-03-17 03:00:00,2016-03-17 12:12:00
4374,2014-07-17 16:36:00,2014-07-21 04:12:00
2672,2013-04-19 01:24:00,2013-04-29 13:36:00
317,2010-12-25 04:12:00,2010-12-30 03:36:00
2708,2013-04-30 00:12:00,2013-05-07 12:36:00
3160,2013-09-06 13:48:00,2013-09-14 13:24:00
5411,2015-04-01 21:24:00,2015-04-08 17:36:00
7325,2018-12-04 18:12:00,2018-12-09 17:00:00
1759,2012-06-09 07:00:00,2012-06-16 21:24:00
5946,2015-09-07 03:24:00,2015-09-13 09:36:00
7228,2018-01-09 01:48:00,2018-01-12 09:24:00
267,2010-11-21 04:00:00,2010-11-21 22:48:00
2678,2013-04-20 06:36:00,2013-04-30 02:12:00
6810,2016-10-16 12:12:00,2016-10-24 17:48:00
6867,2016-11-27 15:00:00,2016-11-28 23:36:00
384,2011-02-12 19:00:00,2011-02-25 04:00:00
6889,2016-12-18 04:00:00,2016-12-23 13:48:00
6530,2016-04-29 15:36:00,2016-05-06 23:24:00
2696,2013-04-26 15:36:00,2013-05-12 02:36:00
4390,2014-07-25 09:48:00,2014-08-08 05:48:00
1724,2012-05-30 22:48:00,2012-06-12 23:12:00
3010,2013-07-25 00:00:00,2013-07-27 02:24:00
5516,2015-04-26 21:12:00,2015-04-27 00:24:00
7222,2018-01-02 14:00:00,2018-01-05 21:00:00
7255,2018-05-07 08:00:00,2018-05-14 08:24:00
5561,2015-05-13 11:12:00,2015-05-20 04:36:00
620,2011-05-22 08:48:00,2011-05-24 18:48:00
6100,2015-11-12 15:24:00,2015-11-25 16:24:00
4634,2014-09-29 23:24:00,2014-10-02 12:24:00
3900,2014-03-23 05:12:00,2014-03-29 03:36:00
3894,2014-03-21 06:00:00,2014-04-01 22:00:00
5126,2015-01-27 08:48:00,2015-01-28 00:12:00
3420,2013-11-22 15:24:00,2013-12-05 23:12:00
3457,2013-12-01 16:36:00,2013-12-14 16:48:00
3999,2014-04-10 18:48:00,2014-04-22 20:24:00
5151,2015-02-03 02:24:00,2015-02-15 02:36:00
1907,2012-07-30 22:24:00,2012-08-15 00:00:00
1893,2012-07-26 19:24:00,2012-08-07 03:24:00
1970,2012-08-24 15:12:00,2012-09-05 18:48:00
5718,2015-06-27 11:00:00,2015-07-11 15:00:00
1450,2012-03-02 23:36:00,2012-03-05 01:48:00
3364,2013-11-07 13:24:00,2013-11-20 22:36:00
3287,2013-10-14 22:36:00,2013-10-18 06:24:00
7121,2017-08-31 23:12:00,2017-09-04 21:24:00
5615,2015-05-23 10:00:00,2015-06-01 05:24:00
3313,2013-10-24 06:48:00,2013-11-01 06:00:00
5781,2015-07-13 07:48:00,2015-07-17 13:36:00
2956,2013-07-11 18:24:00,2013-07-20 04:00:00
113,2010-08-02 08:36:00,2010-08-04 08:00:00
2498,2013-02-18 14:00:00,2013-02-20 15:48:00
2401,2013-01-15 18:36:00,2013-01-22 23:12:00
4093,2014-05-03 07:12:00,2014-05-14 21:12:00
2595,2013-03-26 00:48:00,2013-04-01 07:36:00
6633,2016-06-17 09:48:00,2016-06-18 13:00:00
5328,2015-03-12 03:48:00,2015-03-19 12:24:00
3754,2014-02-14 19:24:00,2014-02-18 16:12:00
1060,2011-11-09 22:00:00,2011-11-10 14:48:00
3723,2014-02-05 08:00:00,2014-02-13 07:12:00
1183,2011-12-11 08:24:00,2011-12-24 11:48:00
5225,2015-02-16 10:24:00,2015-02-25 11:12:00
4860,2014-11-22 09:24:00,2014-11-25 13:00:00
554,2011-04-27 19:24:00,2011-05-04 22:36:00
6379,2016-02-21 10:00:00,2016-03-01 03:48:00
4817,2014-11-12 08:12:00,2014-11-27 01:00:00
4537,2014-09-04 06:00:00,2014-09-04 16:12:00
6203,2015-12-20 08:24:00,2015-12-28 20:00:00
874,2011-09-15 14:12:00,2011-09-17 10:48:00
35,2010-05-24 13:12:00,2010-05-25 14:36:00
2031,2012-09-12 15:48:00,2012-09-15 20:24:00
6397,2016-02-28 20:24:00,2016-03-07 01:48:00
803,2011-08-19 15:36:00,2011-09-01 06:24:00
459,2011-03-27 19:48:00,2011-04-01 14:12:00
4540,2014-09-05 16:36:00,2014-09-11 19:48:00
997,2011-10-21 09:12:00,2011-11-04 05:00:00
5322,2015-03-10 22:36:00,2015-03-19 17:36:00
3624,2014-01-11 19:36:00,2014-01-13 21:48:00
5355,2015-03-20 14:12:00,2015-03-30 08:48:00
3729,2014-02-07 16:48:00,2014-02-10 19:00:00
4447,2014-08-10 04:12:00,2014-08-20 03:12:00
890,2011-09-21 08:12:00,2011-09-26 00:24:00
2141,2012-10-21 11:36:00,2012-10-25 19:00:00
973,2011-10-16 10:00:00,2011-10-18 11:36:00
4884,2014-11-29 18:48:00,2014-12-07 19:48:00
3214,2013-09-21 19:00:00,2013-09-29 22:24:00
1520,2012-03-28 09:12:00,2012-04-03 03:36:00
7026,2017-05-23 15:24:00,2017-05-25 16:36:00
5712,2015-06-24 06:36:00,2015-06-29 09:00:00
5765,2015-07-08 22:12:00,2015-07-17 21:24:00
7051,2017-06-14 20:00:00,2017-06-20 17:00:00
1557,2012-04-09 14:48:00,2012-04-20 10:12:00
3263,2013-10-07 08:24:00,2013-10-20 12:36:00
1877,2012-07-22 09:36:00,2012-08-04 05:48:00
1800,2012-06-23 22:00:00,2012-06-23 23:24:00
2571,2013-03-15 09:00:00,2013-03-28 03:00:00
4077,2014-04-27 10:36:00,2014-04-28 06:00:00
6743,2016-09-07 05:36:00,2016-09-10 16:12:00
2492,2013-02-16 00:12:00,2013-02-27 23:36:00
4000,2014-04-10 23:00:00,2014-04-26 20:48:00
2506,2013-02-25 08:12:00,2013-03-01 00:12:00
4194,2014-06-01 09:12:00,2014-06-01 21:36:00
2826,2013-06-03 23:12:00,2013-06-09 09:36:00
2851,2013-06-11 23:00:00,2013-06-17 17:00:00
7283,2018-07-09 09:36:00,2018-07-20 08:48:00
1611,2012-04-23 19:12:00,2012-05-06 23:24:00
1785,2012-06-19 07:24:00,2012-06-25 10:24:00
5423,2015-04-02 23:24:00,2015-04-11 09:36:00
1666,2012-05-14 20:48:00,2012-05-15 05:36:00
3152,2013-09-02 04:36:00,2013-09-05 17:00:00
1688,2012-05-20 13:24:00,2012-06-01 04:36:00
3028,2013-07-30 09:00:00,2013-08-13 11:24:00
5974,2015-09-19 19:24:00,2015-10-03 23:00:00
5559,2015-05-12 22:12:00,2015-05-26 04:00:00
6828,2016-10-31 11:48:00,2016-11-04 14:48:00
2640,2013-04-05 13:36:00,2013-04-07 18:48:00
4346,2014-07-06 18:48:00,2014-07-08 09:12:00
6472,2016-04-01 20:00:00,2016-04-10 12:00:00
6405,2016-03-02 19:24:00,2016-03-07 14:48:00
228,2010-10-19 04:12:00,2010-10-20 02:36:00
6591,2016-05-29 23:36:00,2016-06-03 04:48:00
6925,2017-01-22 12:24:00,2017-01-23 04:48:00
6952,2017-02-19 03:36:00,2017-03-04 04:24:00
325,2010-12-30 21:36:00,2011-01-06 01:36:00
6508,2016-04-24 04:12:00,2016-04-30 08:36:00
5013,2014-12-30 03:36:00,2014-12-30 23:24:00
3481,2013-12-08 11:12:00,2013-12-18 16:36:00
1221,2011-12-18 16:24:00,2012-01-01 09:36:00
3515,2013-12-16 21:24:00,2013-12-27 17:36:00
3562,2013-12-30 18:24:00,2013-12-30 22:48:00
1256,2011-12-26 11:24:00,2012-01-10 03:00:00
3842,2014-03-09 02:36:00,2014-03-11 17:24:00
3835,2014-03-07 03:12:00,2014-03-09 15:00:00
4776,2014-11-02 14:12:00,2014-11-09 02:48:00
2270,2012-12-06 17:12:00,2012-12-15 08:24:00
2207,2012-11-13 11:00:00,2012-11-21 18:12:00
618,2011-05-22 01:00:00,2011-05-24 13:48:00
6035,2015-10-17 15:24:00,2015-10-17 22:48:00
762,2011-08-03 08:12:00,2011-08-08 01:48:00
715,2011-07-10 23:36:00,2011-07-11 07:12:00
681,2011-06-22 12:48:00,2011-06-29 09:00:00
3932,2014-03-28 05:36:00,2014-04-01 11:48:00
5019,2014-12-30 21:36:00,2015-01-07 04:24:00
5163,2015-02-04 21:36:00,2015-02-16 06:36:00
3465,2013-12-04 07:12:00,2013-12-16 07:00:00
1326,2012-01-15 07:00:00,2012-01-21 12:36:00
5080,2015-01-14 17:48:00,2015-01-16 05:12:00
3412,2013-11-20 09:00:00,2013-11-20 16:00:00
5114,2015-01-25 07:12:00,2015-02-05 04:00:00
3586,2014-01-05 11:48:00,2014-01-18 08:00:00
3848,2014-03-11 20:00:00,2014-03-24 22:48:00
2399,2013-01-14 21:36:00,2013-01-21 04:48:00
612,2011-05-18 11:48:00,2011-05-21 22:00:00
665,2011-06-11 07:48:00,2011-06-17 02:12:00
6048,2015-10-21 09:36:00,2015-10-21 18:36:00
4606,2014-09-24 03:48:00,2014-09-27 17:36:00
2294,2012-12-12 03:36:00,2012-12-16 17:12:00
4792,2014-11-06 08:00:00,2014-11-18 12:24:00
2377,2013-01-08 09:36:00,2013-01-08 16:00:00
4671,2014-10-09 01:12:00,2014-10-12 11:48:00
5990,2015-09-26 20:12:00,2015-09-30 18:24:00
5804,2015-07-21 23:12:00,2015-07-28 23:12:00
3158,2013-09-05 17:00:00,2013-09-07 14:36:00
7289,2018-07-24 12:36:00,2018-07-25 11:48:00
3055,2013-08-09 01:36:00,2013-08-09 23:00:00
7267,2018-06-05 07:48:00,2018-06-11 10:36:00
1682,2012-05-17 20:36:00,2012-05-20 02:12:00
5524,2015-04-29 08:48:00,2015-05-01 16:00:00
3022,2013-07-29 03:24:00,2013-08-09 16:00:00
6822,2016-10-27 06:00:00,2016-10-29 13:24:00
6478,2016-04-05 14:12:00,2016-04-10 10:00:00
6496,2016-04-14 01:48:00,2016-04-20 23:24:00
6958,2017-02-24 05:36:00,2017-02-27 23:12:00
358,2011-01-30 18:36:00,2011-02-06 05:36:00
4241,2014-06-11 22:00:00,2014-06-15 13:24:00
2179,2012-11-05 09:36:00,2012-11-15 23:12:00
566,2011-05-01 06:00:00,2011-05-01 22:12:00
511,2011-04-15 17:48:00,2011-04-16 02:48:00
4852,2014-11-19 11:12:00,2014-12-02 02:36:00
4572,2014-09-15 21:24:00,2014-09-16 02:48:00
6246,2016-01-07 00:24:00,2016-01-18 14:00:00
846,2011-09-04 15:12:00,2011-09-12 05:36:00
6231,2016-01-03 09:00:00,2016-01-08 10:00:00
2197,2012-11-11 18:24:00,2012-11-13 00:12:00
4505,2014-08-27 09:36:00,2014-09-06 19:00:00
3788,2014-02-22 16:48:00,2014-02-22 20:24:00
3685,2014-01-26 19:12:00,2014-01-28 19:36:00
5217,2015-02-14 16:00:00,2015-02-14 21:12:00
3711,2014-02-02 17:48:00,2014-02-14 23:12:00
5383,2015-03-25 02:00:00,2015-03-27 21:00:00
1052,2011-11-08 01:24:00,2011-11-10 02:24:00
3766,2014-02-16 14:12:00,2014-03-02 02:24:00
2913,2013-06-28 08:48:00,2013-06-29 22:24:00
156,2010-09-02 02:12:00,2010-09-08 12:48:00
2887,2013-06-22 05:12:00,2013-07-05 18:12:00
6698,2016-08-06 23:24:00,2016-08-07 03:48:00
4038,2014-04-17 11:00:00,2014-04-27 10:12:00
2964,2013-07-13 02:36:00,2013-07-24 16:12:00
2444,2013-02-01 00:00:00,2013-02-03 09:48:00
6676,2016-07-12 23:36:00,2016-07-20 08:36:00
4135,2014-05-13 22:48:00,2014-05-21 03:24:00
6601,2016-06-03 01:24:00,2016-06-11 00:48:00
2869,2013-06-17 12:36:00,2013-06-27 00:12:00
2433,2013-01-28 05:48:00,2013-02-11 02:36:00
1942,2012-08-15 18:00:00,2012-08-26 03:12:00
1935,2012-08-09 13:36:00,2012-08-11 00:48:00
7069,2017-07-02 11:24:00,2017-07-04 17:12:00
1415,2012-02-18 12:00:00,2012-02-18 23:48:00
3321,2013-10-26 07:00:00,2013-11-08 10:48:00
5627,2015-05-28 06:48:00,2015-06-06 03:48:00
1581,2012-04-16 09:36:00,2012-04-17 22:36:00
7164,2017-10-15 13:00:00,2017-10-17 17:12:00
3356,2013-11-06 14:12:00,2013-11-14 19:48:00
1462,2012-03-09 09:36:00,2012-03-17 16:12:00
6692,2016-08-04 02:12:00,2016-08-12 21:00:00
4032,2014-04-16 10:00:00,2014-04-20 16:24:00
